IATA_CODE,ICAO_CODE,APT_NAME,APT_CAT,FAA_ROLE,STATE,CITY_SERVED
SNP,PASN,St. Paul Island Airport,General aviation airports,GA,Alaska,St. Paul
WBB,,Stebbins Airport,General aviation airports,GA,Alaska,Stebbins
SVS,,Stevens Village Airport,General aviation airports,GA,Alaska,Stevens Village
SRV,,Stony River 2 Airport,General aviation airports,GA,Alaska,Stony River
TCT,PPCT,Takotna Airport,General aviation airports,GA,Alaska,Takotna
TKA,PATK,Talkeetna Airport,General aviation airports,GA,Alaska,Talkeetna
TAL,PATA,Ralph M. Calhoun Memorial Airport,General aviation airports,GA,Alaska,Tanana
TEK,PAKA,Tatitlek Airport,General aviation airports,GA,Alaska,Tatitlek
TLF,,Telida Airport,General aviation airports,GA,Alaska,Telida
TLA,PATE,Teller Airport,General aviation airports,GA,Alaska,Teller
TKE,,Tenakee Seaplane Base,General aviation airports,GA,Alaska,Tenakee Springs
TEH,,Tetlin Airport,General aviation airports,GA,Alaska,Tetlin
KTB,,Thorne Bay Seaplane Base,General aviation airports,GS,Alaska,Thorne Bay
TOG,PATG,Togiak Airport,General aviation airports,GA,Alaska,Togiak Village
,PFTO,Tok Junction Airport,General aviation airports,GA,Alaska,Tok
OOK,PAOO,Toksook Bay Airport,General aviation airports,GA,Alaska,Toksook Bay
TLT,,Tuluksak Airport,General aviation airports,GA,Alaska,Tuluksak
WTL,,Tuntutuliak Airport (also see Tuntutuliak Seaplane Base),General aviation airports,GA,Alaska,Tuntutuliak
TNK,,Tununak Airport,General aviation airports,GA,Alaska,Tununak
TWA,,Twin Hills Airport,General aviation airports,GA,Alaska,Twin Hills
UGS,,Ugashik Airport,General aviation airports,GA,Alaska,Ugashik
VEE,PAVE,Venetie Airport,General aviation airports,GA,Alaska,Venetie
AIN,PAWI,Wainwright Airport,General aviation airports,GA,Alaska,Wainwright
WAA,PAIW,Wales Airport,General aviation airports,GA,Alaska,Wales
WWA,PAWS,Wasilla Airport,General aviation airports,GA,Alaska,Wasilla
WWP,,Whale Pass Seaplane Float Harbor Facility,General aviation airports,GA,Alaska,Whale Pass
WMO,PAWM,White Mountain Airport,General aviation airports,GA,Alaska,White Mountain
,PAWR,Whittier Airport,General aviation airports,GA,Alaska,Whittier
WOW,PAUO,Willow Airport (also see Willow Seaplane Base),General aviation airports,GA,Alaska,Willow
WSM,,Wiseman Airport,General aviation airports,GA,Alaska,Wiseman
,,Wrangell Seaplane Base,General aviation airports,GA,Alaska,Wrangell
,,Yakutat Seaplane Base,General aviation airports,GA,Alaska,Yakutat
KKI,,Akiachak Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Akiachak
,,Aleknagik Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Aleknagik
,,Tripod Airport,Other public-use airports (not listed in NPIAS),,Alaska,Aleknagik
,,American Creek Airport,Other public-use airports (not listed in NPIAS),,Alaska,American Creek
,,Bold Airport,Other public-use airports (not listed in NPIAS),,Alaska,Anchorage
,,Campbell Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Anchorage
,PALH,Lake Hood Airstrip,Other public-use airports (not listed in NPIAS),,Alaska,Anchorage
,,Tamgas Harbor Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Annette
,,Anvik Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Anvik
BQV,,Bartlett Cove Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Bartlett Cove
,,Basin Creek Airport,Other public-use airports (not listed in NPIAS),,Alaska,Basin Creek
BCC,,Bear Creek 3 Airport,Other public-use airports (not listed in NPIAS),,Alaska,Bear Creek
,,Johnsons Landing Airport,Other public-use airports (not listed in NPIAS),,Alaska,Bear Lake
JBT,,Bethel Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Bethel
,,Hangar Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Bethel
,,Vor Lake Waterlane Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Bettles
,,Beaver Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Big Lake
,,Jones Landing Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Big Lake
,,Black Rapids Airport,Other public-use airports (not listed in NPIAS),,Alaska,Black Rapids
,PATW,Cantwell Airport,Other public-use airports (not listed in NPIAS),,Alaska,Cantwell
CZP,,Cape Pole Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Cape Pole
CYM,,Chatham Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Chatham
KCN,,Chernofski Harbor Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Chernofski Harbor
KBW,,Chignik Bay Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Chignik
CZO,,Chistochina Airport,Other public-use airports (not listed in NPIAS),,Alaska,Chistochina
CLF,,Clear Sky Lodge Airport,Other public-use airports (not listed in NPIAS),,Alaska,Clear
,,Clearwater Airport,Other public-use airports (not listed in NPIAS),,Alaska,Clearwater
,,Blinn Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Cold Bay
KCR,,Colorado Creek Airport,Other public-use airports (not listed in NPIAS),,Alaska,Colorado Creek
JLA,,Quartz Creek Airport,Other public-use airports (not listed in NPIAS),,Alaska,Cooper Landing
CZC,,Copper Center Airport,Other public-use airports (not listed in NPIAS),,Alaska,Copper Center
,,El Capitan Lodge Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Craig
,,Inigok Airport,Other public-use airports (not listed in NPIAS),,Alaska,Deadhorse
DJN,,Delta Junction Airport,Other public-use airports (not listed in NPIAS),,Alaska,Delta Junction
,,Road Commission Airport,Other public-use airports (not listed in NPIAS),,Alaska,Denali
,,Shannons Pond Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Dillingham
,,D&C Fire Lake Flying Club Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Eagle River
ELW,,Ellamar Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Ellamar
HBH,,Entrance Island Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Entrance Island
,,Eureka Creek Airport,Other public-use airports (not listed in NPIAS),,Alaska,Eureka Creek
,,Eva Creek Airport,Other public-use airports (not listed in NPIAS),,Alaska,Eva Creek
EDA[1],,Edna Bay Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Edna Bay
,,Chena River Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Fairbanks
,PAAN,Gold King Creek Airport,Other public-use airports (not listed in NPIAS),,Alaska,Fairbanks
FAK,,False Island Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,False Island
,PAFK,Farewell Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Farewell Lake
,PAFL,Tin Creek Airport,Other public-use airports (not listed in NPIAS),,Alaska,Farewell Lake
,,Feather River Airport,Other public-use airports (not listed in NPIAS),,Alaska,Feather River
KGZ,,Glacier Creek Airport,Other public-use airports (not listed in NPIAS),,Alaska,Glacier Creek
GDH,,Golden Horn Lodge Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Golden Horn Lodge
HKB,,Healy Lake Airport,Other public-use airports (not listed in NPIAS),,Alaska,Healy Lake
HGZ,,Hog River Airport,Other public-use airports (not listed in NPIAS),,Alaska,Hogatza
,,Homer–Beluga Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Homer
,,Horsfeld Airport,Other public-use airports (not listed in NPIAS),,Alaska,Horsfeld
KIB,,Ivanof Bay Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Ivanof Bay
,,Jakolof Bay Airport,Other public-use airports (not listed in NPIAS),,Alaska,Jakolof Bay
,,Fort Jensen Airport,Other public-use airports (not listed in NPIAS),,Alaska,Jensens
,,Stampede Airport,Other public-use airports (not listed in NPIAS),,Alaska,Kantishna
KKL,,Karluk Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Karluk Lake
,,Kasilof Airport,Other public-use airports (not listed in NPIAS),,Alaska,Kasilof
,,Encelewski Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Kasilof
,,Kasitsna Airport,Other public-use airports (not listed in NPIAS),,Alaska,Kasitsna Bay
BKF,,Lake Brooks Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Katmai National Park
,,Kavik Strip,Other public-use airports (not listed in NPIAS),,Alaska,Kavik River
,,Island Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Kenai
WFB,,Ketchikan Harbor Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Ketchikan
,,Peninsula Point Pullout Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Ketchikan
,,Kodiak (Lilly Lake) Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Kodiak
,,Koggiung Airport,Other public-use airports (not listed in NPIAS),,Alaska,Koggiung
LKK,PAKL,Kulik Lake Airport,Other public-use airports (not listed in NPIAS),,Alaska,Kulik Lake
,,Kvichak (Diamond J) Airport,Other public-use airports (not listed in NPIAS),,Alaska,Kvichak
KWK,,Kwigillingok Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Kwigillingok
,,Lake Louise Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Lake Louise
,,Lawing Airport,Other public-use airports (not listed in NPIAS),,Alaska,Lawing
ALZ,,Alitak Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Lazy Bay
LIV,,Livengood Camp Airport,Other public-use airports (not listed in NPIAS),,Alaska,Livengood
WLR,,Loring Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Loring
,,Jakes Bar Airport,Other public-use airports (not listed in NPIAS),,Alaska,McCarthy
,,McGrath Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,McGrath
MCL,PAIN,McKinley National Park Airport,Other public-use airports (not listed in NPIAS),,Alaska,McKinley Park
,PFME,Mertarvik Quarry Road Landing Strip,Other public-use airports (not listed in NPIAS),,Alaska,Mertarvik
MDO,PAMD,Middleton Island Airport,Other public-use airports (not listed in NPIAS),,Alaska,Middleton Island
,,Summit Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Moose Pass
KMY,,Moser Bay Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Moser Bay
,,Nakeen Airport,Other public-use airports (not listed in NPIAS),,Alaska,Nakeen
,,Nancy Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Nancy Lake
WWT,,Newtok Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Newtok
IKO,PAKO,Nikolski Air Station,Other public-use airports (not listed in NPIAS),,Alaska,Nikolski
NIN,,Ninilchik Airport,Other public-use airports (not listed in NPIAS),,Alaska,Ninilchik
,,Nome City Field,Other public-use airports (not listed in NPIAS),,Alaska,Nome
,,Bradley Sky-Ranch Airport,Other public-use airports (not listed in NPIAS),,Alaska,North Pole
ZNC,,Nyac Airport,Other public-use airports (not listed in NPIAS),,Alaska,Nyac
KOY,,Olga Bay Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Olga Bay
,,Butte Municipal Airport,Other public-use airports (not listed in NPIAS),,Alaska,Palmer
,,Finger Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Palmer
,,Gooding Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Palmer
,PAXK,Paxson Airport,Other public-use airports (not listed in NPIAS),,Alaska,Paxson
PYL,,Perry Island Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Perry Island
UGB,,Ugashik Bay Airport,Other public-use airports (not listed in NPIAS),,Alaska,Pilot Point
PTC,,Port Alice Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Port Alice
,PAKX,Wilder Runway LLC,Other public-use airports (not listed in NPIAS),,Alaska,Port Alsworth
KPY,,Port Bailey Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Port Bailey
PWR,PPWR,Port Walter Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Port Walter
KPR,,Port Williams Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Port Williams
,,Purkeypile Airport,Other public-use airports (not listed in NPIAS),,Alaska,Purkeypile
,,Quail Creek Airport,Other public-use airports (not listed in NPIAS),,Alaska,Quail Creek
,,Quartz Creek (Kougarok) Airport,Other public-use airports (not listed in NPIAS),,Alaska,Quartz Creek
,,Rainy Pass Lodge Airport,Other public-use airports (not listed in NPIAS),,Alaska,Rainy Pass
SGW,,Saginaw Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Saginaw Bay
,,Salmon Lake Airport,Other public-use airports (not listed in NPIAS),,Alaska,Salmon Lake
UGI,,San Juan (Uganik) Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,San Juan / Uganik
SYB,,Seal Bay Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Seal Bay
,,Seldovia Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Seldovia
SMU,PASP,Sheep Mountain Airport,Other public-use airports (not listed in NPIAS),,Alaska,Sheep Mountain
,,Skagway Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Skagway
,,Mackeys Lakes Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Soldotna
,,Squaw Harbor Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Squaw Harbor
WSB,POWS,Steamboat Bay Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Steamboat Bay
UMM,PAST,Summit Airport,Other public-use airports (not listed in NPIAS),,Alaska,Summit
,,Taku Harbor Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Taku Harbor
TKL,PFTK,Taku Lodge Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Taku Lodge
,,Christiansen Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Talkeetna
TSG,,Tanacross Airport,Other public-use airports (not listed in NPIAS),,Alaska,Tanacross
,,Tatitna Airport,Other public-use airports (not listed in NPIAS),,Alaska,Tatitna
,,Tazlina Airport,Other public-use airports (not listed in NPIAS),,Alaska,Tazlina
,,Tazlina (Smokey Lake) Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Tazlina
,,Thompson Pass Airport,Other public-use airports (not listed in NPIAS),,Alaska,Thompson Pass
TKI,,Tokeen Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Tokeen
,,Tolsona Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Tolsona Lake
,,Totatlanika River Airport,Other public-use airports (not listed in NPIAS),,Alaska,Totatlanika River
,,Tuntutuliak Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Tuntutuliak
WNC[1],,Naukati Bay Seaplane Base (was Nichin Cove Seaplane Base),Other public-use airports (not listed in NPIAS),,Alaska,Tuxekan Island
UMT,PAUM,Umiat Airport,Other public-use airports (not listed in NPIAS),,Alaska,Umiat
,,Robe Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Valdez
,,Blodgett Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Wasilla
,,Brocker Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Wasilla
,,Cottonwood Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Wasilla
,,Island Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Wasilla
,,Lake Lucille Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Wasilla
,,Niklason Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Wasilla
,,Seymour Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Wasilla
,,Upper Wasilla Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Wasilla
,,Visnaw Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Wasilla
,,Wasilla Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Wasilla
KWF,,Waterfall Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Waterfall
KWP,,West Point Village Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,West Point
,,Minuteman Lake Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Willow
,,Willow Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Willow
,,Alsek River Airport,Other public-use airports (not listed in NPIAS),,Alaska,Yakutat
,,Dry Bay Airport,Other public-use airports (not listed in NPIAS),,Alaska,Yakutat
,,East Alsek River Airport,Other public-use airports (not listed in NPIAS),,Alaska,Yakutat
,,Harlequin Lake Airport,Other public-use airports (not listed in NPIAS),,Alaska,Yakutat
,,Situk Airport,Other public-use airports (not listed in NPIAS),,Alaska,Yakutat
,,Tanis Mesa Airport,Other public-use airports (not listed in NPIAS),,Alaska,Yakutat
,,Yankee Creek Airport,Other public-use airports (not listed in NPIAS),,Alaska,Yankee Creek
WYB,,Yes Bay Lodge Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Yes Bay
,,Coal Creek Airport,Other public-use airports (not listed in NPIAS),,Alaska,Yukon Charley Rivers
KZB[1],,Zachar Bay Seaplane Base,Other public-use airports (not listed in NPIAS),,Alaska,Zachar Bay
EDF,PAED,Elmendorf Air Force Base,Other government/military airports,,Alaska,Anchorage
,,Campbell Airstrip,Other government/military airports,,Alaska,Anchorage
ATU,PAAT,Casco Cove Coast Guard Station,Other government/military airports,,Alaska,Attu Island
BMX,PABM,Big Mountain Air Force Station,Other government/military airports,,Alaska,Big Mountain
BSW,,Boswell Bay Airport,Other government/military airports,,Alaska,Boswell Bay
